po_id,vendor_id,item_id,unit_price,qty,total,date,contract_id
PO000078,V010,ITEM0084,366.22,33,12085.22,2026-03-30,
PO000079,V015,ITEM0113,492.77,12,5913.22,2026-07-13,
PO000080,V002,ITEM0152,217.59,29,6310.21,2026-05-28,
PO000081,V010,ITEM0172,70.98,37,2626.28,2026-03-08,C0018
PO000082,V008,ITEM0007,364.24,38,13841.16,2026-03-20,
PO000083,V009,ITEM0149,113.52,29,3291.96,2026-04-06,
PO000084,V004,ITEM0089,388.3,30,11648.91,2026-07-01,
PO000085,V002,ITEM0086,186.94,19,3551.93,2026-03-30,
PO000086,V012,ITEM0042,52.07,4,208.28,2026-03-27,
PO000087,V012,ITEM0141,205.17,19,3898.19,2026-03-06,
PO000088,V006,ITEM0130,488.44,25,12210.94,2026-03-12,
PO000089,V014,ITEM0190,144.71,17,2460.13,2026-08-09,
PO000090,V017,ITEM0165,427.55,6,2565.29,2026-08-09,
PO000091,V003,ITEM0060,99.41,2,198.82,2026-03-16,
PO000092,V005,ITEM0161,294.84,13,3832.87,2026-06-26,
PO000093,V014,ITEM0191,41.88,1,41.88,2026-05-07,
PO000094,V004,ITEM0067,464.76,15,6971.35,2026-08-11,
PO000095,V005,ITEM0129,92.84,11,1021.24,2026-03-05,
PO000096,V016,ITEM0100,179.53,22,3949.6,2026-08-04,
PO000097,V013,ITEM0001,26.64,46,1225.53,2026-05-13,
PO000098,V004,ITEM0155,237.19,25,5929.86,2026-05-29,
PO000099,V012,ITEM0128,456.32,27,12320.51,2026-07-09,
PO000100,V006,ITEM0009,495.11,32,15843.62,2026-05-25,
PO000101,V004,ITEM0118,220.16,43,9466.75,2026-05-07,
PO000102,V002,ITEM0120,213.21,3,639.63,2026-06-27,
PO000103,V003,ITEM0069,176.3,13,2291.91,2026-08-13,
PO000104,V016,ITEM0052,315.0,18,5669.93,2026-03-26,
PO000105,V016,ITEM0018,394.19,38,14979.11,2026-07-03,
PO000106,V001,ITEM0071,375.96,6,2255.78,2026-05-22,
PO000107,V001,ITEM0147,268.4,29,7783.7,2026-07-29,
PO000108,V013,ITEM0008,452.24,28,12662.69,2026-04-30,
PO000109,V001,ITEM0075,63.3,49,3101.67,2026-08-22,
PO000110,V003,ITEM0147,286.18,34,9730.28,2026-08-21,
PO000111,V008,ITEM0014,444.75,34,15121.49,2026-02-28,
PO000112,V015,ITEM0197,221.56,22,4874.29,2026-08-16,
PO000113,V003,ITEM0138,365.41,39,14251.0,2026-05-04,
PO000114,V000,ITEM0168,511.56,22,11254.37,2026-05-12,
PO000115,V004,ITEM0020,93.55,40,3742.18,2026-05-03,
PO000116,V002,ITEM0025,10.38,46,477.55,2026-07-29,
PO000117,V001,ITEM0141,241.12,46,11091.47,2026-08-25,
PO000118,V018,ITEM0069,181.87,13,2364.31,2026-07-14,
PO000119,V005,ITEM0027,164.98,34,5609.43,2026-05-18,
PO000120,V016,ITEM0171,397.12,5,1985.62,2026-06-17,
PO000121,V009,ITEM0114,29.11,14,407.48,2026-03-15,
PO000122,V015,ITEM0111,158.71,31,4919.99,2026-03-06,
PO000123,V012,ITEM0167,178.57,42,7499.93,2026-05-19,
PO000124,V006,ITEM0129,93.4,8,747.18,2026-06-16,
PO000125,V000,ITEM0087,210.15,46,9666.87,2026-02-27,
PO000126,V014,ITEM0191,42.53,13,552.92,2026-07-16,C0037
PO000127,V015,ITEM0140,208.64,46,9597.33,2026-03-10,
PO000128,V010,ITEM0020,99.32,8,794.59,2026-06-15,
PO000129,V002,ITEM0010,194.42,16,3110.73,2026-07-13,
PO000130,V018,ITEM0122,340.62,17,5790.55,2026-06-05,
PO000131,V001,ITEM0188,465.24,47,21866.33,2026-08-03,
PO000132,V012,ITEM0088,203.94,13,2651.17,2026-07-19,
PO000133,V011,ITEM0130,487.23,45,21925.57,2026-04-07,C0013
PO000134,V010,ITEM0104,21.99,36,791.74,2026-07-08,
PO000135,V004,ITEM0188,487.6,42,20479.25,2026-03-21,
PO000136,V017,ITEM0187,457.72,29,13273.75,2026-06-20,
PO000137,V005,ITEM0196,71.72,32,2294.93,2026-05-04,C0032
PO000138,V013,ITEM0170,160.89,19,3056.99,2026-07-09,
PO000139,V015,ITEM0034,501.55,26,13040.3,2026-04-17,
PO000140,V010,ITEM0102,160.74,19,3054.11,2026-07-23,C0017
PO000141,V015,ITEM0137,79.79,15,1196.88,2026-03-18,
PO000142,V000,ITEM0004,241.33,35,8446.52,2026-04-24,
PO000143,V002,ITEM0048,256.07,48,12291.35,2026-03-26,
PO000144,V001,ITEM0178,124.44,31,3857.49,2026-03-11,
PO000145,V008,ITEM0161,277.02,31,8587.64,2026-08-14,
PO000146,V018,ITEM0120,221.44,6,1328.65,2026-06-28,
PO000147,V018,ITEM0122,346.9,34,11794.48,2026-06-19,
PO000148,V019,ITEM0059,492.41,50,24620.34,2026-08-13,
PO000149,V008,ITEM0043,55.03,43,2366.44,2026-05-09,
PO000150,V013,ITEM0095,295.47,6,1772.82,2026-03-21,
PO000151,V013,ITEM0042,65.35,8,522.76,2026-06-17,
PO000152,V009,ITEM0018,398.79,39,15552.64,2026-07-03,
PO000153,V006,ITEM0089,393.53,39,15347.66,2026-05-12,
PO000154,V014,ITEM0013,82.08,50,4103.83,2026-04-08,
PO000155,V011,ITEM0034,514.92,1,514.92,2026-03-22,
PO000156,V015,ITEM0131,409.87,39,15984.97,2026-04-15,
PO000157,V019,ITEM0084,352.04,4,1408.17,2026-06-12,
PO000158,V008,ITEM0030,65.56,29,1901.14,2026-05-04,
PO000159,V009,ITEM0083,495.65,1,495.65,2026-03-01,
PO000160,V017,ITEM0009,482.06,45,21692.87,2026-06-28,
PO000161,V008,ITEM0164,433.69,45,19516.15,2026-06-06,
PO000162,V016,ITEM0143,467.67,11,5144.41,2026-08-10,
PO000163,V004,ITEM0030,64.82,4,259.27,2026-06-05,
PO000164,V015,ITEM0028,230.54,8,1844.31,2026-07-26,
PO000165,V017,ITEM0065,91.44,8,731.54,2026-05-08,
PO000166,V009,ITEM0106,354.18,45,15938.26,2026-06-11,
PO000167,V015,ITEM0089,405.37,9,3648.29,2026-08-17,
PO000168,V011,ITEM0151,59.12,4,236.47,2026-06-18,
PO000169,V001,ITEM0193,140.37,17,2386.25,2026-03-10,
PO000170,V005,ITEM0088,201.83,45,9082.24,2026-07-31,
PO000171,V003,ITEM0114,30.15,4,120.59,2026-04-08,
PO000172,V008,ITEM0155,235.78,30,7073.28,2026-03-04,
PO000173,V017,ITEM0063,395.89,32,12668.49,2026-06-01,
PO000174,V009,ITEM0183,462.42,10,4624.25,2026-05-04,
PO000175,V002,ITEM0021,299.7,36,10789.21,2026-07-14,
PO000176,V017,ITEM0020,99.18,35,3471.37,2026-07-27,
PO000177,V016,ITEM0199,181.96,36,6550.42,2026-03-22,
PO000178,V000,ITEM0157,163.12,10,1631.19,2026-03-19,
PO000179,V001,ITEM0071,369.28,22,8124.09,2026-03-21,
PO000180,V015,ITEM0119,10.67,25,266.86,2026-04-15,
PO000181,V019,ITEM0021,310.83,36,11189.91,2026-07-26,C0014
PO000182,V006,ITEM0082,106.75,41,4376.58,2026-06-12,
PO000183,V003,ITEM0173,471.72,13,6132.42,2026-06-11,
PO000184,V007,ITEM0072,506.73,1,506.73,2026-03-02,
PO000185,V010,ITEM0156,14.05,31,435.66,2026-06-21,
PO000186,V000,ITEM0128,424.01,6,2544.03,2026-06-28,
PO000187,V018,ITEM0186,152.47,21,3201.97,2026-04-06,
PO000188,V010,ITEM0009,476.65,20,9533.06,2026-07-14,
PO000189,V017,ITEM0138,381.25,10,3812.49,2026-03-15,
PO000190,V017,ITEM0123,232.93,8,1863.45,2026-04-25,
PO000191,V011,ITEM0184,452.74,46,20825.83,2026-04-11,
PO000192,V015,ITEM0159,201.46,23,4633.62,2026-06-17,
PO000193,V012,ITEM0081,19.31,25,482.82,2026-08-20,
PO000194,V009,ITEM0183,470.93,47,22133.92,2026-06-13,
PO000195,V007,ITEM0004,234.2,33,7728.61,2026-06-08,
PO000196,V017,ITEM0102,160.46,1,160.46,2026-03-11,
PO000197,V003,ITEM0123,234.19,45,10538.43,2026-08-20,
PO000198,V016,ITEM0053,101.61,19,1930.54,2026-03-26,C0028
PO000199,V012,ITEM0088,211.47,37,7824.53,2026-08-16,
PO000200,V002,ITEM0012,251.23,48,12059.07,2026-03-22,
PO000201,V018,ITEM0193,128.62,39,5016.27,2026-05-17,
PO000202,V003,ITEM0069,182.19,48,8745.33,2026-03-23,
PO000203,V018,ITEM0092,303.11,1,303.11,2026-03-18,
PO000204,V016,ITEM0066,210.61,30,6318.24,2026-03-14,
PO000205,V019,ITEM0196,70.23,12,842.72,2026-05-15,
PO000206,V011,ITEM0175,224.49,27,6061.33,2026-03-14,
PO000207,V001,ITEM0192,425.87,45,19163.93,2026-08-24,
PO000208,V002,ITEM0048,257.02,8,2056.12,2026-07-01,
PO000209,V013,ITEM0144,260.4,50,13020.09,2026-05-23,
PO000210,V013,ITEM0009,488.82,29,14175.85,2026-06-19,
PO000211,V010,ITEM0007,379.64,13,4935.35,2026-08-17,
PO000212,V005,ITEM0123,218.06,18,3924.99,2026-05-14,
PO000213,V001,ITEM0105,279.65,12,3355.76,2026-06-17,
PO000214,V012,ITEM0086,176.41,11,1940.55,2026-07-01,
PO000215,V001,ITEM0167,181.12,2,362.25,2026-03-22,
PO000216,V005,ITEM0137,61.97,27,1673.22,2026-03-12,
PO000217,V019,ITEM0080,318.24,31,9865.5,2026-07-21,
PO000218,V016,ITEM0054,53.39,25,1334.75,2026-08-11,
PO000219,V009,ITEM0062,411.44,21,8640.24,2026-05-18,
PO000220,V013,ITEM0097,23.67,34,804.8,2026-06-02,
PO000221,V010,ITEM0072,493.4,25,12335.03,2026-05-23,
PO000222,V013,ITEM0140,222.63,17,3784.65,2026-03-29,
PO000223,V014,ITEM0100,188.44,12,2261.28,2026-08-10,
PO000224,V000,ITEM0161,280.5,46,12903.14,2026-07-18,
PO000225,V004,ITEM0136,432.83,4,1731.33,2026-04-22,
PO000226,V017,ITEM0064,431.38,10,4313.78,2026-05-07,
PO000227,V001,ITEM0135,73.48,28,2057.3,2026-06-29,
PO000228,V005,ITEM0042,56.22,39,2192.55,2026-03-22,
PO000229,V016,ITEM0176,216.44,29,6276.82,2026-06-13,
PO000230,V002,ITEM0056,162.08,14,2269.1,2026-06-27,
PO000231,V019,ITEM0167,181.64,46,8355.57,2026-04-04,
PO000232,V012,ITEM0190,150.15,21,3153.2,2026-03-05,
PO000233,V012,ITEM0070,101.36,4,405.45,2026-07-05,
PO000234,V002,ITEM0084,343.9,12,4126.81,2026-05-26,
PO000235,V014,ITEM0195,128.31,12,1539.67,2026-03-08,
PO000236,V003,ITEM0102,170.39,4,681.56,2026-06-03,
PO000237,V011,ITEM0153,92.62,39,3612.18,2026-06-09,
PO000238,V016,ITEM0028,225.48,5,1127.38,2026-07-18,
PO000239,V016,ITEM0122,322.61,22,7097.41,2026-04-03,
PO000240,V012,ITEM0195,98.4,40,3936.13,2026-05-16,
PO000241,V000,ITEM0099,438.31,10,4383.12,2026-06-06,
PO000242,V019,ITEM0038,389.23,40,15569.19,2026-04-15,
PO000243,V003,ITEM0144,270.98,24,6503.43,2026-08-05,
PO000244,V012,ITEM0048,268.82,24,6451.76,2026-03-26,
PO000245,V012,ITEM0024,101.06,35,3537.2,2026-03-11,
PO000246,V015,ITEM0089,384.75,34,13081.67,2026-05-03,
PO000247,V002,ITEM0188,502.88,16,8046.03,2026-05-14,
PO000248,V001,ITEM0190,144.48,31,4478.94,2026-03-14,
PO000249,V019,ITEM0158,415.35,40,16614.19,2026-08-11,
PO000250,V010,ITEM0027,160.18,4,640.71,2026-08-01,
PO000251,V019,ITEM0066,224.09,13,2913.16,2026-07-26,
PO000252,V003,ITEM0042,56.14,33,1852.63,2026-08-05,
PO000253,V003,ITEM0178,131.29,14,1838.0,2026-05-22,
PO000254,V002,ITEM0019,167.8,8,1342.39,2026-04-16,
PO000255,V006,ITEM0008,423.87,25,10596.8,2026-06-04,
PO000256,V008,ITEM0159,201.34,15,3020.05,2026-08-21,
PO000257,V015,ITEM0172,74.97,43,3223.67,2026-03-05,
PO000258,V004,ITEM0010,201.98,31,6261.26,2026-07-10,
PO000259,V002,ITEM0071,362.64,34,12329.73,2026-03-14,
PO000260,V002,ITEM0045,427.56,41,17530.12,2026-05-03,
PO000261,V011,ITEM0185,52.71,19,1001.53,2026-05-10,
PO000262,V008,ITEM0073,287.67,29,8342.46,2026-03-15,
PO000263,V016,ITEM0052,334.95,13,4354.35,2026-07-29,
PO000264,V011,ITEM0144,278.07,16,4449.19,2026-03-17,
PO000265,V013,ITEM0039,159.65,34,5428.12,2026-07-07,
PO000266,V014,ITEM0101,316.86,45,14258.75,2026-05-14,
PO000267,V005,ITEM0171,389.59,9,3506.27,2026-03-20,
PO000268,V005,ITEM0057,572.39,5,2861.97,2026-05-13,
PO000269,V003,ITEM0190,151.32,45,6809.61,2026-03-02,
PO000270,V006,ITEM0177,179.64,4,718.56,2026-04-07,
PO000271,V008,ITEM0179,159.66,12,1915.9,2026-03-01,
PO000272,V005,ITEM0070,101.18,46,4654.46,2026-08-04,
PO000273,V015,ITEM0063,390.73,35,13675.5,2026-04-02,
PO000274,V010,ITEM0158,436.63,13,5676.17,2026-07-19,
PO000275,V016,ITEM0094,53.93,7,377.5,2026-03-24,
PO000276,V003,ITEM0045,467.65,26,12158.8,2026-02-26,
PO000277,V014,ITEM0079,420.78,50,21039.22,2026-05-04,
PO000278,V002,ITEM0138,366.17,37,13548.39,2026-08-16,
PO000279,V019,ITEM0115,131.69,50,6584.49,2026-04-28,
PO000280,V016,ITEM0137,59.85,9,538.62,2026-04-26,
PO000281,V005,ITEM0123,229.35,18,4128.26,2026-06-10,
PO000282,V008,ITEM0031,33.26,16,532.15,2026-05-09,
PO000283,V009,ITEM0019,167.74,34,5703.04,2026-05-21,
PO000284,V014,ITEM0000,223.26,43,9600.37,2026-07-25,
PO000285,V014,ITEM0029,74.46,42,3127.23,2026-07-23,
PO000286,V019,ITEM0147,277.36,39,10817.23,2026-08-09,
PO000287,V012,ITEM0050,312.01,49,15288.65,2026-07-05,
PO000288,V017,ITEM0000,215.88,49,10577.98,2026-07-27,
PO000289,V003,ITEM0099,443.37,24,10640.8,2026-05-29,
PO000290,V003,ITEM0177,185.16,20,3703.26,2026-03-18,
PO000291,V013,ITEM0144,263.17,31,8158.27,2026-03-12,
PO000292,V013,ITEM0117,77.96,26,2026.85,2026-03-05,C0007
PO000293,V009,ITEM0082,105.13,23,2417.94,2026-08-05,
PO000294,V005,ITEM0142,278.06,13,3614.72,2026-04-10,
PO000295,V012,ITEM0052,335.8,46,15446.63,2026-03-21,
PO000296,V014,ITEM0157,162.75,32,5207.89,2026-08-07,
PO000297,V016,ITEM0027,165.27,18,2974.88,2026-08-07,
PO000298,V008,ITEM0118,218.17,4,872.69,2026-08-23,
PO000299,V004,ITEM0108,257.4,23,5920.19,2026-08-08,
PO000300,V013,ITEM0130,509.54,15,7643.11,2026-03-25,
PO000301,V013,ITEM0144,281.5,36,10134.16,2026-04-29,
PO000302,V012,ITEM0098,183.34,12,2200.11,2026-04-17,
PO000303,V015,ITEM0091,371.44,36,13371.92,2026-08-13,
PO000304,V014,ITEM0182,387.36,9,3486.23,2026-06-01,
PO000305,V018,ITEM0130,486.54,47,22867.21,2026-05-12,
PO000306,V010,ITEM0150,293.58,2,587.16,2026-08-10,
PO000307,V019,ITEM0167,174.85,42,7343.57,2026-03-29,
PO000308,V018,ITEM0081,19.94,36,717.73,2026-06-15,
PO000309,V008,ITEM0010,224.62,49,11006.14,2026-03-13,
PO000310,V012,ITEM0010,192.51,26,5005.35,2026-06-27,
PO000311,V005,ITEM0094,54.85,20,1097.04,2026-05-30,
PO000312,V004,ITEM0001,26.64,31,825.73,2026-07-17,
PO000313,V018,ITEM0142,269.18,21,5652.79,2026-05-30,
PO000314,V016,ITEM0049,115.01,42,4830.57,2026-08-12,
PO000315,V001,ITEM0089,393.07,2,786.15,2026-06-01,
PO000316,V001,ITEM0036,184.46,24,4427.07,2026-03-04,
PO000317,V017,ITEM0043,55.16,24,1323.72,2026-05-12,
PO000318,V008,ITEM0082,103.39,23,2378.01,2026-07-15,
PO000319,V006,ITEM0145,303.29,47,14254.51,2026-04-29,
PO000320,V011,ITEM0121,492.25,50,24612.43,2026-04-15,
PO000321,V000,ITEM0072,514.24,47,24169.07,2026-07-07,
PO000322,V012,ITEM0018,401.37,10,4013.68,2026-04-01,
PO000323,V005,ITEM0106,357.93,45,16106.65,2026-04-20,
PO000324,V003,ITEM0136,454.57,21,9546.05,2026-08-01,
PO000325,V012,ITEM0034,494.18,4,1976.7,2026-03-26,
PO000326,V003,ITEM0192,428.82,44,18868.17,2026-04-20,
PO000327,V005,ITEM0095,322.98,4,1291.94,2026-07-06,
PO000328,V006,ITEM0150,288.22,46,13257.95,2026-07-18,
PO000329,V007,ITEM0104,22.77,29,660.31,2026-06-03,
PO000330,V013,ITEM0106,363.75,1,363.75,2026-04-02,
PO000331,V016,ITEM0157,160.32,20,3206.48,2026-07-09,
PO000332,V003,ITEM0128,461.65,9,4154.87,2026-07-01,
PO000333,V008,ITEM0027,164.03,46,7545.47,2026-05-08,
PO000334,V004,ITEM0064,455.08,20,9101.64,2026-03-22,
PO000335,V018,ITEM0083,496.41,33,16381.67,2026-05-21,
PO000336,V019,ITEM0069,186.42,25,4660.53,2026-05-10,
PO000337,V009,ITEM0157,168.23,50,8411.28,2026-04-16,
PO000338,V018,ITEM0189,77.65,35,2717.65,2026-04-10,
PO000339,V006,ITEM0145,287.32,26,7470.4,2026-04-12,
PO000340,V011,ITEM0071,353.12,22,7768.65,2026-06-14,
PO000341,V005,ITEM0164,422.81,13,5496.52,2026-07-17,
PO000342,V018,ITEM0035,24.53,14,343.46,2026-03-30,
PO000343,V002,ITEM0055,448.53,27,12110.37,2026-07-18,
PO000344,V017,ITEM0150,271.2,26,7051.15,2026-08-17,
PO000345,V008,ITEM0049,92.24,32,2951.55,2026-07-07,
PO000346,V017,ITEM0044,90.35,4,361.4,2026-08-07,
PO000347,V015,ITEM0004,247.56,28,6931.78,2026-06-29,
PO000348,V015,ITEM0109,460.26,25,11506.57,2026-03-27,
PO000349,V003,ITEM0083,492.72,34,16752.42,2026-04-05,
PO000350,V012,ITEM0066,222.74,47,10468.7,2026-03-22,
PO000351,V006,ITEM0115,132.45,17,2251.72,2026-06-14,
PO000352,V005,ITEM0109,478.26,5,2391.32,2026-06-14,
PO000353,V002,ITEM0199,183.15,27,4945.05,2026-05-14,
PO000354,V009,ITEM0030,64.53,20,1290.65,2026-08-15,
PO000355,V008,ITEM0074,400.76,35,14026.58,2026-05-13,
PO000356,V003,ITEM0111,155.91,17,2650.46,2026-08-24,
PO000357,V008,ITEM0136,425.71,21,8939.91,2026-07-13,
PO000358,V004,ITEM0129,90.86,47,4270.47,2026-04-26,
PO000359,V016,ITEM0128,443.82,9,3994.4,2026-06-03,
PO000360,V010,ITEM0122,339.42,46,15613.11,2026-04-16,
PO000361,V008,ITEM0096,218.88,19,4158.77,2026-06-10,
PO000362,V000,ITEM0061,460.12,36,16564.16,2026-06-20,
PO000363,V014,ITEM0180,348.58,46,16034.54,2026-06-04,
PO000364,V014,ITEM0019,157.83,45,7102.54,2026-03-19,
PO000365,V008,ITEM0127,133.86,5,669.29,2026-04-25,
PO000366,V008,ITEM0081,18.77,1,18.77,2026-05-27,
PO000367,V003,ITEM0015,216.49,11,2381.4,2026-03-01,
PO000368,V005,ITEM0107,16.93,36,609.42,2026-08-24,
PO000369,V012,ITEM0038,390.93,15,5863.97,2026-04-08,
PO000370,V007,ITEM0141,210.16,9,1891.48,2026-05-04,
PO000371,V011,ITEM0041,374.81,19,7121.42,2026-07-24,
PO000372,V004,ITEM0024,107.16,50,5357.94,2026-08-16,
PO000373,V005,ITEM0004,246.42,38,9363.97,2026-06-28,
PO000374,V013,ITEM0143,452.57,4,1810.27,2026-04-11,
PO000375,V010,ITEM0091,346.57,18,6238.33,2026-03-14,
PO000376,V013,ITEM0102,162.91,13,2117.77,2026-07-14,
PO000377,V008,ITEM0149,113.26,10,1132.59,2026-07-22,
PO000378,V004,ITEM0059,495.76,44,21813.43,2026-05-08,
PO000379,V012,ITEM0102,167.29,42,7026.3,2026-05-24,
PO000380,V013,ITEM0085,227.15,26,5905.87,2026-05-02,
PO000381,V003,ITEM0032,281.86,26,7328.26,2026-04-17,
PO000382,V004,ITEM0163,136.87,42,5748.72,2026-07-09,
PO000383,V004,ITEM0005,66.82,6,400.93,2026-07-20,
PO000384,V010,ITEM0009,496.15,18,8930.71,2026-03-24,
PO000385,V001,ITEM0092,294.71,47,13851.27,2026-07-26,
PO000386,V000,ITEM0062,415.44,30,12463.22,2026-07-30,
PO000387,V013,ITEM0083,483.18,13,6281.4,2026-06-10,
PO000388,V016,ITEM0082,106.74,36,3842.75,2026-07-03,
PO000389,V013,ITEM0091,350.8,4,1403.2,2026-03-07,
PO000390,V019,ITEM0104,23.23,23,534.28,2026-03-09,
PO000391,V017,ITEM0077,343.72,37,12717.79,2026-05-08,
PO000392,V015,ITEM0096,218.96,45,9853.02,2026-07-14,
PO000393,V008,ITEM0098,178.68,16,2858.84,2026-05-30,
PO000394,V000,ITEM0073,388.27,48,18637.18,2026-05-23,
PO000395,V008,ITEM0033,218.47,19,4150.98,2026-07-02,
PO000396,V016,ITEM0130,482.52,31,14958.09,2026-07-17,
PO000397,V009,ITEM0037,451.88,35,15815.76,2026-03-14,
PO000398,V015,ITEM0153,92.05,37,3406.01,2026-07-05,
PO000399,V012,ITEM0084,336.65,33,11109.47,2026-04-27,
PO000400,V018,ITEM0006,25.35,25,633.67,2026-08-23,
PO000401,V016,ITEM0103,89.91,19,1708.32,2026-03-09,
PO000402,V006,ITEM0027,174.7,8,1397.62,2026-03-13,
PO000403,V015,ITEM0199,174.69,27,4716.74,2026-06-08,
PO000404,V017,ITEM0058,386.71,40,15468.5,2026-04-23,
PO000405,V001,ITEM0062,436.57,25,10914.15,2026-03-22,
PO000406,V001,ITEM0131,411.87,34,14003.7,2026-04-19,
PO000407,V009,ITEM0111,165.46,34,5625.69,2026-03-09,
PO000408,V016,ITEM0175,222.37,14,3113.12,2026-04-05,
PO000409,V005,ITEM0085,240.13,47,11286.16,2026-08-04,
